FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,SCORE-1,SCORE-2,SCORE-3
A0067386,154,TEXT_HW,LINE_HW,MISC,0.562,0.238,0.069
A0067386,173,TEXT_HW,LINE_HW,TEXT,0.666,0.096,0.085
A0067386,192,TEXT_HW,LINE_HW,TEXT,0.603,0.152,0.086
A0067386,215,TEXT_HW,LINE_HW,TEXT,0.622,0.134,0.088
A0067386,322,TEXT_HW,LINE_HW,TEXT,0.627,0.154,0.08
A0067389,321,TEXT_HW,TEXT,LINE_HW,0.724,0.072,0.069
A0067389,513,TEXT_HW,LINE_HW,MISC,0.659,0.111,0.111
A0067389,608,TEXT_HW,LINE_HW,MISC,0.745,0.075,0.071
A0067389,638,TEXT_HW,LINE_HW,MISC,0.688,0.104,0.086
A0067389,963,TEXT_HW,MISC,LINE_HW,0.682,0.088,0.087
A0067389,975,TEXT_HW,LINE_HW,MISC,0.684,0.1,0.091
A0067389,1106,TEXT_HW,MISC,TEXT,0.68,0.103,0.078
A0067389,1120,TEXT_HW,LINE_HW,TEXT,0.718,0.093,0.07
A0067400,56,TEXT_HW,LINE_HW,MISC,0.685,0.108,0.079
A0067400,287,TEXT_HW,LINE_HW,MISC,0.607,0.129,0.112
A0067400,489,TEXT_HW,LINE_HW,MISC,0.618,0.151,0.092
A0067400,557,TEXT_HW,LINE_HW,MISC,0.626,0.112,0.105
A0067400,582,TEXT_HW,LINE_HW,MISC,0.544,0.156,0.114
A0067400,666,TEXT_HW,LINE_HW,MISC,0.648,0.093,0.079
A0067400,756,TEXT_HW,TEXT,LINE_HW,0.666,0.086,0.081
A0067405,51,TEXT_HW,MISC,LINE_HW,0.695,0.1,0.094
A0067405,143,TEXT_HW,MISC,LINE_HW,0.602,0.113,0.098
A0067405,162,TEXT_HW,MISC,TEXT,0.557,0.143,0.105
A0067405,192,TEXT_HW,LINE_HW,MISC,0.688,0.093,0.09
A0067405,275,TEXT_HW,TEXT,LINE_HW,0.745,0.067,0.065
A0067405,311,TEXT_HW,MISC,TEXT,0.716,0.106,0.083
A0067405,431,TEXT_HW,LINE_HW,LINE_MIX,0.561,0.282,0.054
A0067405,452,TEXT_HW,MISC,TEXT,0.668,0.095,0.084
A0067411,30,TEXT_HW,LINE_HW,MISC,0.737,0.085,0.062
A0067411,146,TEXT_HW,LINE_HW,TEXT,0.73,0.093,0.061
A0067411,175,TEXT_HW,LINE_HW,MISC,0.638,0.116,0.088
A0067411,308,TEXT_HW,LINE_HW,TEXT,0.682,0.101,0.063
A0067411,325,TEXT_HW,LINE_HW,MISC,0.669,0.109,0.082
A0067411,347,TEXT_HW,LINE_HW,MISC,0.666,0.123,0.085
A0067411,397,TEXT_HW,LINE_HW,MISC,0.626,0.098,0.093
A0067411,453,TEXT_HW,TEXT,MISC,0.716,0.069,0.068
A0067424,219,TEXT_HW,LINE_HW,MISC,0.55,0.244,0.077
A0067424,301,TEXT_HW,LINE_HW,LINE_MIX,0.651,0.162,0.064
A0067424,373,TEXT_HW,LINE_HW,TEXT,0.683,0.117,0.077
A0067424,441,TEXT_HW,LINE_HW,TEXT,0.73,0.091,0.066
A0067424,476,TEXT_HW,LINE_HW,TEXT,0.653,0.131,0.066
A0067424,696,TEXT_HW,LINE_HW,MISC,0.466,0.32,0.066
A0067424,803,TEXT_HW,LINE_HW,TEXT,0.784,0.06,0.059
A0067444,23,TEXT_HW,LINE_HW,MISC,0.672,0.103,0.074
A0067444,52,TEXT_HW,LINE_HW,MISC,0.608,0.147,0.082
A0067444,100,TEXT_HW,LINE_HW,TEXT,0.711,0.088,0.066
A0067444,128,TEXT_HW,LINE_HW,TEXT,0.728,0.108,0.059
A0067444,283,TEXT_HW,LINE_HW,MISC,0.616,0.149,0.092
A0067444,505,TEXT_HW,MISC,TEXT,0.594,0.157,0.084
A0067444,530,TEXT_HW,LINE_HW,MISC,0.635,0.139,0.076
A0067444,718,TEXT_HW,LINE_HW,MISC,0.656,0.125,0.08
A0067446,90,TEXT_HW,MISC,TEXT,0.668,0.107,0.089
A0067446,98,TEXT_HW,TEXT,MISC,0.68,0.108,0.073
A0067446,113,TEXT_HW,TEXT,MISC,0.725,0.076,0.063
A0067446,123,TEXT_HW,LINE_HW,MISC,0.648,0.102,0.09
A0067446,197,TEXT_HW,TEXT,MISC,0.73,0.072,0.062
A0067446,252,TEXT_HW,TEXT,MISC,0.704,0.087,0.063
A0067446,334,TEXT_HW,TEXT,MISC,0.729,0.09,0.07
A0067460,72,TEXT_HW,MISC,TEXT,0.651,0.113,0.088
A0067460,142,TEXT_HW,LINE_HW,MISC,0.483,0.307,0.054
A0067460,144,LINE_HW,TEXT_HW,LINE_MIX,0.371,0.259,0.097
A0067460,225,TEXT_HW,LINE_HW,MISC,0.667,0.095,0.092
A0067460,258,TEXT_HW,LINE_HW,TEXT,0.756,0.071,0.062
A0067460,339,TEXT_HW,LINE_HW,TEXT,0.666,0.114,0.086
A0067460,455,TEXT_HW,LINE_HW,MISC,0.613,0.121,0.088
A0067460,493,TEXT_HW,LINE_HW,TEXT,0.743,0.071,0.064
A0067477,226,TEXT_HW,LINE_HW,TEXT,0.736,0.103,0.062
A0067477,290,TEXT_HW,MISC,LINE_HW,0.566,0.145,0.115
A0067477,334,TEXT_HW,LINE_HW,TEXT,0.733,0.102,0.063
A0067477,415,TEXT_HW,LINE_HW,TEXT,0.681,0.136,0.066
A0067477,569,TEXT_HW,LINE_HW,TEXT,0.707,0.121,0.059
A0067477,776,TEXT_HW,LINE_HW,MISC,0.608,0.106,0.101
A0067477,842,TEXT_HW,TEXT,LINE_HW,0.727,0.073,0.071
A0067477,848,TEXT_HW,LINE_HW,TEXT,0.691,0.089,0.088
A0067478,39,TEXT_HW,LINE_HW,TEXT,0.692,0.117,0.064
A0067478,159,TEXT_HW,LINE_HW,TEXT,0.687,0.086,0.08
A0067478,164,TEXT_HW,LINE_HW,TEXT,0.637,0.124,0.088
A0067478,266,TEXT_HW,TEXT,LINE_HW,0.718,0.083,0.079
A0067478,267,TEXT_HW,TEXT,LINE_HW,0.782,0.074,0.052
A0067478,300,TEXT_HW,LINE_HW,TEXT,0.708,0.09,0.071
A0067478,333,TEXT_HW,TEXT,LINE_HW,0.769,0.074,0.068
A0067478,366,TEXT_HW,TEXT,LINE_HW,0.756,0.077,0.066
A0067484,87,TEXT_HW,MISC,TEXT,0.738,0.084,0.061
A0067484,120,TEXT_HW,LINE_HW,MISC,0.554,0.191,0.106
A0067484,134,TEXT_HW,LINE_HW,LINE_MIX,0.635,0.158,0.074
A0067484,135,TEXT_HW,TEXT,LINE_HW,0.791,0.056,0.052
A0067484,168,TEXT_HW,MISC,LINE_HW,0.652,0.094,0.079
A0067484,172,TEXT_HW,MISC,LINE_HW,0.669,0.096,0.084
A0067484,174,TEXT_HW,MISC,LINE_HW,0.529,0.149,0.118
A0067498,161,TEXT_HW,LINE_HW,MISC,0.628,0.113,0.113
A0067498,167,TEXT_HW,LINE_HW,MISC,0.548,0.236,0.084
A0067498,201,TEXT_HW,LINE_HW,TEXT,0.723,0.106,0.062
A0067498,286,TEXT_HW,TEXT,LINE_HW,0.683,0.095,0.09
A0067498,393,TEXT_HW,LINE_HW,TEXT,0.709,0.096,0.068
A0067498,398,TEXT_HW,LINE_HW,TEXT,0.701,0.106,0.056
A0067498,437,TEXT_HW,LINE_HW,TEXT,0.645,0.127,0.076
A0067498,501,TEXT_HW,LINE_HW,MISC,0.588,0.149,0.07
A0067512,9,TEXT_HW,LINE_HW,TEXT,0.585,0.178,0.068
A0067512,30,TEXT_HW,LINE_HW,TEXT,0.722,0.077,0.072
A0067512,38,TEXT_HW,LINE_HW,MISC,0.645,0.1,0.086
A0067512,48,TEXT_HW,LINE_HW,MISC,0.502,0.185,0.123
A0067512,60,TEXT_HW,LINE_HW,MISC,0.499,0.232,0.088
A0067512,96,TEXT_HW,LINE_HW,MISC,0.581,0.159,0.099
A0067512,148,TEXT_HW,TEXT,LINE_HW,0.759,0.084,0.057
A0067512,167,TEXT_HW,LINE_HW,MISC,0.51,0.203,0.104
A0067516,10,TEXT_HW,LINE_HW,LINE_MIX,0.389,0.377,0.069
A0067516,14,TEXT_HW,LINE_HW,MISC,0.567,0.215,0.082
A0067516,57,TEXT_HW,LINE_HW,MISC,0.699,0.09,0.085
A0067516,68,TEXT_HW,MISC,TEXT,0.725,0.091,0.071
A0067516,94,TEXT_HW,LINE_HW,MISC,0.71,0.09,0.068
A0067516,116,TEXT_HW,LINE_HW,MISC,0.63,0.109,0.087
A0067516,151,TEXT_HW,TEXT,MISC,0.756,0.081,0.064
A0067516,170,TEXT_HW,LINE_HW,MISC,0.688,0.106,0.07
A0067527,25,TEXT_HW,LINE_HW,MISC,0.665,0.105,0.082
A0067527,144,TEXT_HW,MISC,TEXT,0.711,0.075,0.072
A0067527,172,TEXT_HW,TEXT,MISC,0.708,0.102,0.079
A0067527,200,TEXT_HW,MISC,TEXT,0.589,0.138,0.104
A0067527,237,TEXT_HW,MISC,LINE_HW,0.65,0.109,0.085
A0067527,342,TEXT_HW,MISC,LINE_HW,0.564,0.154,0.092
A0067527,440,TEXT_HW,MISC,TEXT,0.554,0.152,0.098
A0067527,472,TEXT_HW,MISC,TEXT,0.654,0.119,0.078
A0067543,35,LINE_HW,TEXT_HW,LINE_MIX,0.394,0.353,0.091
A0067543,79,TEXT_HW,LINE_HW,TEXT,0.695,0.11,0.06
A0067543,178,TEXT_HW,LINE_HW,TEXT,0.725,0.126,0.04
A0067543,214,TEXT_HW,LINE_HW,TEXT,0.747,0.1,0.046
A0067543,459,TEXT_HW,MISC,LINE_HW,0.467,0.162,0.122
A0067543,530,TEXT_HW,MISC,LINE_HW,0.55,0.135,0.094
A0067543,754,TEXT_HW,LINE_HW,TEXT,0.75,0.072,0.053
A0067543,809,TEXT_HW,MISC,TEXT,0.442,0.226,0.115
A0067557,35,TEXT_HW,LINE_HW,MISC,0.316,0.224,0.192
A0067557,149,TEXT_HW,LINE_HW,MISC,0.522,0.164,0.126
A0067557,250,TEXT_HW,LINE_HW,MISC,0.627,0.136,0.102
A0067557,301,TEXT_HW,LINE_HW,MISC,0.567,0.143,0.125
A0067557,499,TEXT_HW,LINE_HW,TEXT,0.668,0.088,0.077
A0067557,513,TEXT_HW,MISC,TEXT,0.624,0.137,0.067
A0067557,646,TEXT_HW,LINE_HW,MISC,0.586,0.139,0.073
A0067557,788,TEXT_HW,LINE_HW,MISC,0.595,0.182,0.061
A0067935,8,TEXT_HW,LINE_HW,MISC,0.483,0.208,0.15
A0067935,16,TEXT_HW,LINE_HW,MISC,0.621,0.162,0.087
A0067935,28,TEXT_HW,LINE_HW,MISC,0.358,0.238,0.138
A0067935,30,TEXT_HW,LINE_HW,MISC,0.558,0.135,0.117
A0067935,111,TEXT_HW,MISC,LINE_HW,0.46,0.172,0.167
A0067935,155,TEXT_HW,LINE_HW,TEXT,0.547,0.157,0.113
A0067935,225,TEXT_HW,LINE_HW,TEXT,0.527,0.206,0.096
A0067935,256,TEXT_HW,LINE_HW,TEXT,0.735,0.109,0.051
A0068022,209,TEXT_HW,LINE_HW,TEXT,0.648,0.136,0.076
A0068022,224,TEXT_HW,MISC,TEXT,0.554,0.172,0.102
A0068022,248,TEXT_HW,LINE_HW,MISC,0.495,0.191,0.146
A0068022,294,TEXT_HW,MISC,LINE_HW,0.416,0.241,0.127
A0068022,297,TEXT_HW,MISC,LINE_HW,0.388,0.243,0.177
A0068022,305,TEXT_HW,MISC,LINE_HW,0.682,0.1,0.092
A0068022,521,TEXT_HW,LINE_HW,MISC,0.526,0.265,0.091
A0068022,609,TEXT_HW,MISC,LINE_HW,0.566,0.148,0.112
A0068109,80,TEXT_HW,MISC,TEXT,0.504,0.224,0.082
A0068109,345,TEXT_HW,MISC,LINE_HW,0.531,0.159,0.117
A0068109,441,TEXT_HW,MISC,LINE_HW,0.565,0.152,0.126
A0068109,558,TEXT_HW,MISC,LINE_HW,0.546,0.138,0.118
A0068109,566,TEXT_HW,MISC,TEXT,0.64,0.108,0.091
A0068144,8,TEXT_HW,LINE_HW,MISC,0.396,0.268,0.173
A0068144,359,TEXT_HW,MISC,LINE_HW,0.545,0.149,0.127
A0068144,514,TEXT_HW,LINE_HW,MISC,0.605,0.123,0.088
A0068144,601,TEXT_HW,TEXT,MISC,0.534,0.129,0.125
A0068144,865,TEXT_HW,LINE_HW,MISC,0.557,0.117,0.117
A0068144,895,TEXT_HW,LINE_HW,TEXT,0.602,0.143,0.091
A0068234,14,TEXT_HW,TEXT,LINE_HW,0.728,0.069,0.062
A0068234,95,TEXT_HW,MISC,LINE_HW,0.546,0.166,0.114
A0068234,146,TEXT_HW,LINE_HW,TEXT,0.783,0.06,0.046
A0068234,171,TEXT_HW,LINE_HW,TEXT,0.742,0.087,0.049
A0068234,261,TEXT_HW,TEXT,LINE_HW,0.723,0.085,0.076
A0068234,474,TEXT_HW,LINE_HW,TEXT,0.639,0.116,0.072
A0068234,476,TEXT_HW,LINE_HW,MISC,0.447,0.175,0.109
A0068338,283,TEXT_HW,LINE_HW,MISC,0.551,0.155,0.105
A0068338,287,TEXT_HW,LINE_HW,TEXT,0.769,0.08,0.062
A0068338,434,TEXT_HW,LINE_HW,MISC,0.736,0.073,0.067
A0068338,512,TEXT_HW,LINE_HW,MISC,0.51,0.206,0.133
A0068338,632,TEXT_HW,TEXT,LINE_HW,0.763,0.068,0.067
A0068338,826,TEXT_HW,LINE_HW,TEXT,0.666,0.112,0.075
A0068338,1020,TEXT_HW,MISC,PHOTO,0.506,0.232,0.068
A0068338,1094,TEXT_HW,MISC,LINE_HW,0.543,0.16,0.104
A0068400,172,TEXT_HW,LINE_HW,MISC,0.587,0.148,0.117
A0068400,251,TEXT_HW,LINE_HW,MISC,0.729,0.087,0.078
A0068400,268,TEXT_HW,TEXT,LINE_HW,0.792,0.068,0.062
A0068400,340,TEXT_HW,MISC,DRAW,0.394,0.228,0.13
A0068400,341,TEXT_HW,MISC,LINE_HW,0.45,0.23,0.144
A0068400,351,TEXT_HW,MISC,LINE_HW,0.627,0.127,0.122
A0068537,119,TEXT_HW,LINE_HW,MISC,0.485,0.272,0.088
A0068537,170,TEXT_HW,LINE_HW,MISC,0.626,0.163,0.074
A0068537,209,TEXT_HW,LINE_HW,MISC,0.58,0.227,0.066
A0068537,235,TEXT_HW,LINE_HW,LINE_MIX,0.634,0.193,0.054
A0068537,303,TEXT_HW,LINE_HW,MISC,0.605,0.146,0.096
A0068537,463,LINE_HW,TEXT_HW,MISC,0.491,0.228,0.094
A0068537,581,TEXT_HW,LINE_HW,LINE_MIX,0.594,0.222,0.053
A0068537,654,TEXT_HW,LINE_HW,MISC,0.528,0.227,0.095
A0068624,56,TEXT_HW,LINE_HW,MISC,0.428,0.24,0.162
A0068624,105,TEXT_HW,LINE_HW,MISC,0.598,0.177,0.081
A0068624,126,TEXT_HW,LINE_HW,MISC,0.623,0.157,0.087
A0068624,155,TEXT_HW,LINE_HW,MISC,0.709,0.099,0.072
A0068624,168,TEXT_HW,LINE_HW,MISC,0.39,0.206,0.187
A0068624,214,TEXT_HW,LINE_HW,MISC,0.498,0.262,0.07
A0068624,242,MISC,TEXT_HW,LINE_HW,0.306,0.287,0.159
A0068624,245,TEXT_HW,MISC,LINE_HW,0.354,0.251,0.198
A0068637,36,TEXT_HW,LINE_HW,TEXT,0.537,0.246,0.072
A0068637,507,TEXT_HW,LINE_HW,MISC,0.524,0.17,0.111
A0068637,577,TEXT_HW,LINE_HW,TEXT,0.656,0.158,0.062
A0068637,698,TEXT_HW,LINE_HW,LINE_MIX,0.508,0.248,0.079
A0068637,726,TEXT_HW,LINE_HW,TEXT,0.629,0.157,0.072
A0068637,790,TEXT_HW,LINE_HW,TEXT,0.588,0.174,0.087
A0068637,983,TEXT_HW,LINE_HW,LINE_MIX,0.449,0.35,0.058
A0068637,1017,TEXT_HW,LINE_HW,TEXT,0.581,0.164,0.073
A0068787,74,TEXT_HW,LINE_HW,TEXT,0.514,0.267,0.071
A0068787,158,TEXT_HW,LINE_HW,MISC,0.489,0.169,0.144
A0068787,201,TEXT_HW,MISC,LINE_HW,0.706,0.093,0.079
A0068787,251,TEXT_HW,LINE_HW,TEXT,0.679,0.113,0.076
A0068787,379,TEXT_HW,LINE_HW,TEXT,0.546,0.207,0.076
A0068787,392,TEXT_HW,LINE_HW,MISC,0.574,0.162,0.101
A0068787,448,TEXT_HW,LINE_HW,TEXT,0.611,0.17,0.066
A0068787,572,TEXT_HW,LINE_HW,TEXT,0.532,0.199,0.084
A0068837,33,TEXT_HW,LINE_HW,MISC,0.609,0.149,0.073
A0068837,61,TEXT_HW,LINE_HW,TEXT,0.593,0.137,0.095
A0068837,69,TEXT_HW,LINE_HW,TEXT,0.696,0.103,0.07
A0068837,93,TEXT_HW,LINE_HW,MISC,0.624,0.142,0.09
A0068837,104,TEXT_HW,LINE_HW,TEXT,0.628,0.166,0.067
A0068837,387,TEXT_HW,LINE_HW,LINE_MIX,0.607,0.158,0.077
A0068837,457,TEXT_HW,LINE_HW,MISC,0.517,0.229,0.087
A0068837,674,TEXT_HW,LINE_HW,TEXT,0.66,0.097,0.089
A0068869,23,TEXT_HW,LINE_HW,TEXT,0.693,0.095,0.077
A0068869,176,TEXT_HW,LINE_HW,TEXT,0.596,0.187,0.075
A0068869,261,TEXT_HW,LINE_HW,MISC,0.592,0.17,0.092
A0068869,380,TEXT_HW,LINE_HW,MISC,0.551,0.23,0.082
A0068869,680,TEXT_HW,LINE_HW,TEXT,0.615,0.146,0.085
A0068869,779,TEXT_HW,TEXT,MISC,0.724,0.079,0.078
A0068869,933,TEXT_HW,LINE_HW,TEXT,0.72,0.123,0.059
A0068869,995,TEXT_HW,LINE_HW,TEXT,0.711,0.098,0.064
A0076300,160,TEXT_HW,LINE_HW,MISC,0.592,0.183,0.085
A0076300,283,LINE_HW,TEXT_HW,MISC,0.186,0.174,0.169
A0076301,11,TEXT_HW,LINE_HW,MISC,0.617,0.123,0.095
A0076301,33,TEXT_HW,TEXT,LINE_HW,0.605,0.125,0.108
A0076301,89,TEXT_HW,LINE_HW,TEXT,0.568,0.151,0.088
A0076301,116,TEXT_HW,MISC,TEXT,0.606,0.137,0.096
A0076301,154,TEXT_HW,TEXT,MISC,0.683,0.108,0.078
A0076302,9,MISC,TEXT_HW,DRAW,0.468,0.225,0.089
A0076303,9,TEXT_HW,MISC,LINE_HW,0.27,0.18,0.14
A0076303,261,TEXT_HW,MISC,TEXT,0.459,0.242,0.109
B0000001,214,TEXT_HW,TEXT,MISC,0.758,0.08,0.048
B0000001,704,TEXT_HW,TEXT,LINE_HW,0.744,0.07,0.069
B0000001,762,TEXT_HW,LINE_HW,TEXT,0.667,0.135,0.072
B0000001,1060,TEXT_HW,MISC,LINE_HW,0.667,0.092,0.086
B0000001,1080,TEXT_HW,LINE_HW,LINE_MIX,0.454,0.322,0.085
B0000001,1271,TEXT_HW,LINE_HW,TEXT,0.675,0.133,0.066
B0000011,48,TEXT_HW,TEXT,LINE_HW,0.774,0.074,0.062
B0000011,228,TEXT_HW,TEXT,TEXT_TP,0.789,0.094,0.049
B0000011,339,TEXT_HW,TEXT,TEXT_TP,0.781,0.088,0.039
B0000011,383,TEXT_HW,TEXT,LINE_MIX,0.737,0.111,0.048
B0000011,392,TEXT_HW,TEXT,LINE_HW,0.672,0.094,0.079
B0000011,412,TEXT_HW,TEXT,TEXT_TP,0.839,0.081,0.03
B0000013,26,TEXT_HW,LINE_HW,LINE_MIX,0.444,0.357,0.077
B0000013,32,LINE_HW,TEXT_HW,LINE_MIX,0.406,0.358,0.088
B0000013,69,TEXT_HW,LINE_HW,TEXT,0.728,0.077,0.068
B0000015,3,TEXT_HW,LINE_HW,MISC,0.415,0.303,0.102
B0000015,6,TEXT_HW,TEXT,LINE_HW,0.708,0.093,0.073
B0000015,7,TEXT_HW,TEXT,LINE_HW,0.773,0.08,0.062
B0000015,17,TEXT_HW,TEXT,LINE_HW,0.756,0.081,0.06
B0000015,19,TEXT_HW,TEXT,TEXT_TP,0.849,0.066,0.044
B0000015,27,TEXT_HW,TEXT,MISC,0.629,0.126,0.072
B0000015,30,TEXT_HW,LINE_HW,MISC,0.622,0.124,0.106
B0000015,33,TEXT_HW,TEXT,TEXT_TP,0.764,0.087,0.045
B0000021,11,TEXT_HW,TEXT,LINE_HW,0.745,0.082,0.07
B0000021,43,TEXT_HW,LINE_HW,TEXT,0.598,0.177,0.088
B0000021,80,TEXT_HW,LINE_HW,TEXT,0.751,0.098,0.065
B0000021,86,TEXT_HW,LINE_HW,TEXT,0.723,0.089,0.085
B0000024,19,TEXT_HW,TEXT,MISC,0.707,0.117,0.059
B0000024,83,TEXT_HW,TEXT,LINE_HW,0.737,0.095,0.068
B0000024,304,TEXT_HW,LINE_HW,TEXT,0.599,0.152,0.076
B0001260,172,TEXT_HW,TEXT,MISC,0.743,0.078,0.074
B0001260,189,TEXT_HW,LINE_HW,MISC,0.711,0.088,0.081
B0001260,222,TEXT_HW,MISC,TEXT,0.662,0.113,0.095
B0001260,278,TEXT_HW,TEXT,MISC,0.788,0.079,0.046
B0001260,302,TEXT_HW,MISC,TEXT,0.513,0.189,0.099
B0001260,308,TEXT_HW,LINE_HW,TEXT,0.709,0.102,0.07
B0001260,342,TEXT_HW,TEXT,LINE_HW,0.781,0.075,0.051
B0001261,19,TEXT_HW,LINE_HW,MISC,0.653,0.123,0.093
B0001261,72,TEXT_HW,LINE_HW,TEXT,0.68,0.096,0.088
B0001261,181,TEXT_HW,LINE_HW,TEXT,0.652,0.15,0.076
B0003909,8,TEXT_HW,LINE_HW,MISC,0.517,0.16,0.141
B0003909,10,TEXT_HW,LINE_HW,TEXT,0.637,0.101,0.092
B0003909,12,TEXT_HW,LINE_HW,MISC,0.456,0.181,0.16
B0003909,13,TEXT_HW,LINE_HW,MISC,0.622,0.15,0.098
B0003909,20,TEXT_HW,MISC,LINE_HW,0.434,0.218,0.15
B0003910,7,TEXT_HW,MISC,LINE_HW,0.481,0.207,0.14
B0003910,36,TEXT_HW,TEXT,LINE_HW,0.783,0.064,0.06
B0003910,46,TEXT_HW,LINE_HW,TEXT,0.689,0.12,0.071
B0003910,60,TEXT_HW,LINE_HW,MISC,0.575,0.152,0.108
B0003910,63,TEXT_HW,LINE_HW,TEXT,0.702,0.115,0.071
B0003910,82,TEXT_HW,MISC,TEXT,0.467,0.22,0.118
G0000093,140,TEXT_HW,TEXT,TEXT_TP,0.795,0.07,0.044
G0000093,211,TEXT_HW,LINE_HW,TEXT,0.508,0.168,0.094
G0000093,293,TEXT_HW,TEXT,MISC,0.768,0.086,0.051
G0000093,296,TEXT_HW,LINE_HW,TEXT,0.386,0.227,0.093
G0000093,323,TEXT_HW,LINE_HW,TEXT,0.543,0.119,0.117
H0000001,8,TEXT_HW,LINE_HW,TEXT,0.416,0.295,0.082
H0000001,14,TEXT_HW,MISC,LINE_HW,0.293,0.288,0.183
H0000001,15,TEXT_HW,MISC,LINE_HW,0.349,0.236,0.196
H0000001,40,TEXT_HW,LINE_HW,MISC,0.481,0.207,0.109
H0000001,76,TEXT_HW,LINE_HW,MISC,0.369,0.227,0.195
H0000001,85,TEXT_HW,LINE_HW,TEXT,0.624,0.153,0.073
H0000001,112,TEXT_HW,LINE_HW,MISC,0.524,0.263,0.079
H0000001,116,TEXT_HW,LINE_HW,MISC,0.73,0.083,0.07
H0000002,53,TEXT_HW,LINE_HW,TEXT,0.45,0.26,0.1
H0000002,99,LINE_HW,TEXT_HW,MISC,0.355,0.323,0.099
H0000002,118,TEXT_HW,MISC,TEXT,0.568,0.184,0.096
H0000002,144,TEXT_HW,LINE_HW,MISC,0.299,0.252,0.212
H0000002,167,TEXT_HW,LINE_HW,MISC,0.469,0.193,0.155
H0000002,169,TEXT_HW,TEXT,MISC,0.764,0.081,0.055
H0000002,194,TEXT_HW,MISC,TEXT,0.635,0.119,0.083
H0000002,200,TEXT_HW,MISC,LINE_HW,0.583,0.152,0.12
H0000332,66,TEXT_HW,MISC,TEXT,0.641,0.115,0.092
H0000332,220,TEXT_HW,TEXT,LINE_HW,0.747,0.075,0.066
H0000332,235,TEXT_HW,LINE_HW,TEXT,0.574,0.17,0.091
H0000332,313,TEXT_HW,LINE_HW,TEXT,0.729,0.105,0.06
H0000332,314,TEXT_HW,LINE_HW,MISC,0.429,0.286,0.112
H0000332,373,TEXT_HW,TEXT,LINE_HW,0.646,0.123,0.077
H0000332,1012,TEXT_HW,LINE_HW,MISC,0.429,0.277,0.109
H0000333,31,TEXT_HW,TEXT,LINE_HW,0.655,0.107,0.083
H0000333,34,TEXT_HW,LINE_HW,MISC,0.522,0.17,0.126
H0000333,49,TEXT_HW,LINE_HW,MISC,0.48,0.213,0.107
H0000333,344,TEXT_HW,MISC,LINE_HW,0.539,0.138,0.136
H0000333,562,TEXT_HW,LINE_HW,TEXT,0.567,0.148,0.1
H0000333,773,TEXT_HW,LINE_HW,MISC,0.475,0.159,0.15
H0000333,934,MISC,TEXT_HW,LINE_HW,0.352,0.228,0.198
H0000334,63,TEXT_HW,LINE_HW,TEXT,0.768,0.081,0.074
H0000334,141,TEXT_HW,LINE_HW,TEXT,0.416,0.356,0.077
H0000334,182,TEXT_HW,LINE_HW,TEXT,0.666,0.14,0.085
H0000334,239,TEXT_HW,MISC,LINE_HW,0.406,0.254,0.164
H0000334,243,TEXT_HW,MISC,TEXT,0.559,0.19,0.086
H0000334,279,TEXT_HW,TEXT,LINE_HW,0.718,0.114,0.067
H0000335,117,TEXT_HW,LINE_HW,MISC,0.514,0.25,0.076
H0000335,161,LINE_HW,TEXT_HW,MISC,0.443,0.304,0.112
H0000335,304,TEXT_HW,TEXT,LINE_HW,0.805,0.058,0.057
H0000335,325,TEXT_HW,LINE_HW,MISC,0.744,0.071,0.065
H0000335,365,TEXT_HW,LINE_HW,MISC,0.441,0.244,0.132
H0000335,400,TEXT_HW,MISC,LINE_HW,0.655,0.104,0.097
H0000335,520,TEXT_HW,LINE_HW,MISC,0.509,0.248,0.108
H0000335,744,LINE_HW,TEXT_HW,LINE_MIX,0.636,0.151,0.076
H0000458,19,TEXT_HW,MISC,LINE_HW,0.592,0.124,0.109
H0000458,37,TEXT_HW,LINE_HW,MISC,0.594,0.141,0.094
H0000458,67,TEXT_HW,TEXT,LINE_HW,0.873,0.052,0.023
H0000458,113,TEXT_HW,LINE_HW,MISC,0.547,0.25,0.065
H0000458,138,TEXT_HW,LINE_HW,TEXT,0.661,0.172,0.063
H0000458,297,TEXT_HW,LINE_HW,TEXT,0.755,0.105,0.064
H0000458,306,TEXT_HW,LINE_HW,TEXT,0.705,0.108,0.079
H0000459,7,TEXT_HW,LINE_HW,TEXT,0.763,0.097,0.055
H0000459,41,TEXT_HW,LINE_HW,TEXT,0.665,0.163,0.068
H0000459,83,TEXT_HW,LINE_HW,MISC,0.618,0.156,0.101
H0000459,92,TEXT_HW,LINE_HW,MISC,0.571,0.217,0.07
H0000459,101,TEXT_HW,LINE_HW,TEXT,0.746,0.101,0.065
H0000459,255,TEXT_HW,LINE_HW,MISC,0.466,0.25,0.104
H0000459,283,TEXT_HW,MISC,TEXT,0.681,0.118,0.088
H0000459,320,TEXT_HW,MISC,LINE_HW,0.547,0.162,0.143
H0000610,6,TEXT_HW,TEXT,LINE_HW,0.694,0.092,0.087
H0000610,11,TEXT_HW,TEXT,LINE_HW,0.713,0.088,0.059
H0000610,12,TEXT_HW,LINE_HW,TEXT,0.537,0.246,0.074
H0000610,13,TEXT_HW,TEXT,LINE_HW,0.625,0.092,0.086
H0000610,14,TEXT_HW,LINE_HW,TEXT,0.579,0.257,0.052
